search URL:,https://patents.google.com/?q=fitness&q=wearables&country=US&after=priority:20110101&language=ENGLISH&type=PATENT
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
US20140267076A1,Systems and Methods for Parameter Modification of Haptic Effects ,Immersion Corporation,"David Birnbaum, Amaya Weddle",2013-03-15,2013-03-15,2014-09-18,,https://patents.google.com/patent/US20140267076A1/en
US20170178534A1,Systems and methods for calculating nutritional information of a consumer ,Mastercard International Incorporated,"Mayank Prakash, Ashutosh Sharan, Sheetanshu Gupta",2015-12-17,2015-12-17,2017-06-22,,https://patents.google.com/patent/US20170178534A1/en
US20140172313A1,"Health, lifestyle and fitness management system ",Gary Rayner,Gary Rayner,2012-09-27,2013-09-27,2014-06-19,,https://patents.google.com/patent/US20140172313A1/en
US20160030809A1,System and method for identifying fitness cycles using earphones with biometric sensors ,JayBird LLC,"Ben Wisbey, David Shepherd, Stephen Duddy",2013-10-24,2015-10-09,2016-02-04,,https://patents.google.com/patent/US20160030809A1/en
US20150272501A1,"Systems, methods and devices for acquiring and processing physiological signals ",GestureLogic Inc.,"Leonard MacEachern, Mark KLIBANOV, Nick STUPICH, S. Ali ETEMAD, Niranjan IYER, Adrian STRAKA",2014-03-26,2015-03-26,2015-10-01,,https://patents.google.com/patent/US20150272501A1/en
US20160081627A1,System method for assessing fitness state via a mobile device ,Qualcomm Incorporated,"Justin Patrick MCGLOIN, Russel Allyn Martin, Radu Pitigoi-Aron, Ramin Samadani, Igor Tchertkov",2014-09-23,2014-09-23,2016-03-24,,https://patents.google.com/patent/US20160081627A1/en
US20160317060A1,Finger Ring with Electromagnetic Energy Sensor for Monitoring Food Consumption ,Medibotics Llc,Robert A. Connor,2013-05-23,2016-07-08,2016-11-03,,https://patents.google.com/patent/US20160317060A1/en
US20170146391A1,Scale with foot-controlled user interface ,"PhysioWave, Inc.","Gregory T. Kovacs, Richard M. Wiard",2015-11-20,2016-11-17,2017-05-25,,https://patents.google.com/patent/US20170146391A1/en
US20160062333A1,Physical interactions through information infrastructures integrated in fabrics and garments ,Georgia Tech Research Corporation,Sundaresan Jayaraman,2014-08-28,2015-08-28,2016-03-03,,https://patents.google.com/patent/US20160062333A1/en
US20170031449A1,Wearable device ,"Zero360, Inc.","Peter Karsten, George Arriola, Kouji Kodera",2013-09-04,2016-03-03,2017-02-02,,https://patents.google.com/patent/US20170031449A1/en
US20140210640A1,Data-capable band management in an integrated application and network communication data environment ,Aliphcom,"Hosain Sadequr Rahman, Richard Lee Drysdale, Michael Edward Smith Luna, Scott Fullam, Travis Austin Bogard, Jeremiah Robison, Everett Utter II Max, Thomas Alan Donaldson, Louis Moore, Galen Myers, Raymond A. Martino",2011-06-10,2013-11-01,2014-07-31,,https://patents.google.com/patent/US20140210640A1/en
US20140340997A1,"Media device, application, and content management using sensory input determined from a data-capable watch band ",Aliphcom,"Hosain Sadequr Rahman, Richard Lee, Michael Edward Smith Luna, Scott Fullam, Travis Austin Bogard, Jeremiah Robison, Everett Utter II Max, Thomas Alan Donaldson, Raymond A. Martino",2013-05-20,2013-05-20,2014-11-20,,https://patents.google.com/patent/US20140340997A1/en
US20170079574A1,Wearable technology that monitors health and safety ,"Daniela Stefanny Rodriguez Restrepo, Justin Ryan Penney, Jennifer Patricia Penunuri, Haley Elizabeth Yeranossian, Matthew Richard Ehde","Daniela Stefanny Rodriguez Restrepo, Justin Ryan Penney, Jennifer Patricia Penunuri, Haley Elizabeth Yeranossian, Matthew Richard Ehde",2015-09-22,2015-09-22,2017-03-23,,https://patents.google.com/patent/US20170079574A1/en
US20150251055A1,Wireless Sensor to Provide Parameters to a Fitness Tracking Device ,"Icon Health & Fitness, Inc.",Darren C. Ashby,2014-03-10,2015-03-09,2015-09-10,,https://patents.google.com/patent/US20150251055A1/en
US20170061084A1,Health Insurance Exchange ,Ashish Pandya,Ashish Pandya,2015-09-02,2015-09-02,2017-03-02,,https://patents.google.com/patent/US20170061084A1/en
US20140160078A1,"Mobile device of bangle type, control method thereof, and ui display method ","Samsung Electronics Co., Ltd.","Joon-kyu Seo, Young-joon Choi, Ji-yeon Kwak, Hyun-Jin Kim, Yeo-jun Yoon",2012-12-10,2013-12-10,2014-06-12,,https://patents.google.com/patent/US20140160078A1/en
US20160173450A1,"Systems And Methods For Automatic Device Detection, Device Management, And Remote Assistance ",Bitdefender IPR Management Ltd.,"Daniel A. MIRCESCU, Bogdan C. CEBERE",2014-12-11,2015-12-11,2016-06-16,,https://patents.google.com/patent/US20160173450A1/en
US20170100637A1,Fitness training guidance system and method thereof ,"SceneSage, Inc.","John Peter Princen, Yuk Kwai Lee, Kwai Wing Egan Lau, Wlodek P. Kubalski",2015-10-08,2016-09-30,2017-04-13,,https://patents.google.com/patent/US20170100637A1/en
US20140127649A1,General health and wellness management method and apparatus for a wellness application using data associated with a data-capable band ,Aliphcom,Max Everett Utter II,2012-11-08,2012-11-08,2014-05-08,,https://patents.google.com/patent/US20140127649A1/en
US20150028996A1,"Preauthorized wearable biometric device, system and method for use thereof ",Bionym Inc.,"Foteini Agrafioti, Karl Martin, Stephen Oung",2013-07-25,2014-07-24,2015-01-29,,https://patents.google.com/patent/US20150028996A1/en
US20140052567A1,Recommendations based on wearable sensors ,Ebay Inc.,"Anurag Bhardwaj, Neelakantan Sundaresan, Robinson Piramuthu",2012-08-17,2013-07-19,2014-02-20,,https://patents.google.com/patent/US20140052567A1/en
US20170007885A1,Adaptive Exercise Circuit Training for Health and Fitness ,Patrick Kerwin,Patrick Kerwin,2015-07-07,2016-07-07,2017-01-12,,https://patents.google.com/patent/US20170007885A1/en
US20160373458A1,Systems and methods for managing electronic tokens for device interactions ,"Capital One Services, LLC.","Paul Moreton, Lawrence Douglas, Thomas Poole, Thomas Christopher CLARKE, Saejin CHOI",2015-06-19,2016-06-17,2016-12-22,,https://patents.google.com/patent/US20160373458A1/en
US20170085120A1,Systems and methods for identifying sensitive objects in a wireless charging transmission field ,Energous Corporation,"Michael A. Leabman, Hans MELLBERG",2015-09-22,2015-09-22,2017-03-23,,https://patents.google.com/patent/US20170085120A1/en
US20170127196A1,Hearing aid adapted for wireless power reception ,"PogoTec, Inc.","Ronald D. Blum, William Kokonaski, Stefan Bauer, Jean-Noel Fehr, Amitava Gupta, Richard Clompus",2015-10-29,2016-10-28,2017-05-04,,https://patents.google.com/patent/US20170127196A1/en
US20170093053A1,"Systems, devices and methods of using a conductive housing for a battery contact ","Misfit, Inc.","Timothy Chang, Adam Mekeel Mack",2015-09-30,2016-09-29,2017-03-30,,https://patents.google.com/patent/US20170093053A1/en
US20170149773A1,Secure data communication and storage using scale-based systems ,"PhysioWave, Inc.","Gregory T. Kovacs, Richard M. Wiard",2015-11-20,2016-11-17,2017-05-25,,https://patents.google.com/patent/US20170149773A1/en
US9660703B1,Electronic circuit and system for wireless charging ,Dialog Semiconductor (Uk) Limited,Horst Knoedgen,2016-05-04,2016-05-04,2017-05-23,2017-05-23,https://patents.google.com/patent/US9660703B1/en
US20150301574A1,"Wearable device, master device operating with the wearable device, and control method for wearable device ","Samsung Electronics Co., Ltd.","Young-Jae Kim, Seong-il Hahm",2014-04-16,2015-04-16,2015-10-22,,https://patents.google.com/patent/US20150301574A1/en
US20170199189A1,System for assessing global wellness ,Relevance Health,Jill Wade,2014-06-28,2015-06-26,2017-07-13,,https://patents.google.com/patent/US20170199189A1/en
US20170000386A1,"Method and system for monitoring and analyzing position, motion, and equilibrium of body parts ","BaziFIT, Inc.","Tallis Anthony Salamatian, Chris Lehman, Douglas Ross, Gregory Bland, Emil Valchinov",2015-07-01,2016-07-01,2017-01-05,,https://patents.google.com/patent/US20170000386A1/en
US20160054876A1,Activity insight micro-engine ,Aliphcom,Jeremiah Robison,2011-07-12,2014-08-22,2016-02-25,,https://patents.google.com/patent/US20160054876A1/en
US20160357324A1,Protective case with cover for wearable electronic device ,"Otter Products, Llc","W. Travis Smith, Carlton R. Lay",2015-06-05,2016-06-03,2016-12-08,,https://patents.google.com/patent/US20160357324A1/en
US20160058335A1,Sensor Incorporated into an Exercise Garment ,"Icon Health & Fitness, Inc.",Darren C. Ashby,2014-08-29,2015-08-27,2016-03-03,,https://patents.google.com/patent/US20160058335A1/en
US20150119728A1,Health monitor ,"Fitlinxx, Inc.","Thomas P. Blackadar, David P. Monahan, Paul J. Gaudet, Thomas J. Quinlan",2011-12-02,2014-09-19,2015-04-30,,https://patents.google.com/patent/US20150119728A1/en
US20130217979A1,Versatile sensors with data fusion functionality ,"Thomas P. Blackadar, David P. Monahan","Thomas P. Blackadar, David P. Monahan",2011-12-02,2013-03-15,2013-08-22,,https://patents.google.com/patent/US20130217979A1/en
US20170177086A1,Free-form drawing and health applications ,"Kathy Yuen, Lenitra M. Durham, Giuseppe Raffa, Glen J. Anderson, Daniel S. Lake","Kathy Yuen, Lenitra M. Durham, Giuseppe Raffa, Glen J. Anderson, Daniel S. Lake",2015-12-18,2015-12-18,2017-06-22,,https://patents.google.com/patent/US20170177086A1/en
US20160334901A1,Systems and methods for distributing haptic effects to users interacting with user interfaces ,Immersion Corporation,William S. RIHN,2015-05-15,2015-05-15,2016-11-17,,https://patents.google.com/patent/US20160334901A1/en
US20160099497A1,User-wearable devices with primary and secondary radiator antennas ,"Salutron, Inc.",Yong Jin Lee,2014-10-01,2015-03-18,2016-04-07,,https://patents.google.com/patent/US20160099497A1/en
US20170007902A1,"Systems, methods, and articles of manufacture to measure, analyze and share golf swing and ball motion characteristics ",Karsten Manufacturing Corporation,"Roger J. Cottam, Paul D. Wood, Erik M. Henrikson, Alex J. Hope",2011-05-11,2016-09-23,2017-01-12,,https://patents.google.com/patent/US20170007902A1/en
US20160231109A1,System and method for detecting non-meaningful motion ,Invensense Inc.,"Hsui-Wen Chang, Jacques Georgy",2015-02-09,2015-02-09,2016-08-11,,https://patents.google.com/patent/US20160231109A1/en
US20160058367A1,Context-aware heart rate estimation ,Apple Inc.,"Karthik Jayaraman Raghuram, James M. Silva, Alexander Kanaris, Barker N. Bhaskaran",2014-05-29,2015-07-29,2016-03-03,,https://patents.google.com/patent/US20160058367A1/en
US20160349803A1,Detecting the Limb Wearing a Wearable Electronic Device ,Apple Inc.,Sorin V. Dusan,2014-02-11,2014-02-11,2016-12-01,,https://patents.google.com/patent/US20160349803A1/en
US20170084133A1,Indicators for wearable electronic devices ,Apple Inc.,"Steven P. Cardinali, Katherine E. Tong, Trevor J. Ness, William C. Lukens",2015-09-21,2016-08-29,2017-03-23,,https://patents.google.com/patent/US20170084133A1/en
US20150098309A1,Multi-media wireless watch ,"I.Am.Plus, Llc","William Adams, Chandrasekar Rathakrishnan, Jaren Chee Wei Goh",2013-08-15,2014-10-14,2015-04-09,,https://patents.google.com/patent/US20150098309A1/en
US20150317569A1,Visual booking system ,Amadeus S.A.S.,"David Renaudie, Nicolas Hauviller, Francois Montegut",2014-04-30,2014-04-30,2015-11-05,,https://patents.google.com/patent/US20150317569A1/en
US9620000B2,Wearable system and method for balancing recognition accuracy and power consumption ,TCL Research America Inc.,"Haohong Wang, Nathaniel Rossol",2014-12-30,2014-12-30,2017-04-11,2017-04-11,https://patents.google.com/patent/US9620000B2/en
US20140375246A1,Wearable mobile device charger ,"Sol Cuff Technologies, LLC","Lawrence Boysen, III, Mark W.M. Vaughan",2013-06-20,2014-06-20,2014-12-25,,https://patents.google.com/patent/US20140375246A1/en
US20160363787A1,Eyewear with magnetic track for electronic wearable device ,"PogoTec, Inc.","Ronald D. Blum, William Kokonaski, Richard Clompus, Walter Dannhardt, Massimo Pinazza, Claudio Dalla Longa, Anita TRAJKOVSKA-BROACH",2015-06-10,2016-06-10,2016-12-15,,https://patents.google.com/patent/US20160363787A1/en
US20160310049A1,Wearable devices incorporating ion selective field effect transistors ,"Fitbit, Inc.","Aaron Alexander Rowe, Thomas Samuel Elliot, Javier L. Prieto",2016-06-30,2016-06-30,2016-10-27,,https://patents.google.com/patent/US20160310049A1/en
US20140128691A1,Personalized Nutritional and Wellness Assistant ,Global Nutrition & Health Inc.,Laurence Richard Olivier,2011-07-08,2012-07-06,2014-05-08,,https://patents.google.com/patent/US20140128691A1/en
US9189613B1,Systems and methods for authenticating a user with a device ,"Fitweiser, Inc.","Steve Tuthill, Rudy Campidonica",2014-07-11,2014-07-21,2015-11-17,2015-11-17,https://patents.google.com/patent/US9189613B1/en
US20140127650A1,General health and wellness management method and apparatus for a wellness application using data associated with a data-capable band ,Aliphcom,Max Everett Utter II,2012-11-08,2012-11-08,2014-05-08,,https://patents.google.com/patent/US20140127650A1/en
US9794752B1,Dynamically creating fitness groups ,International Business Machines Corporation,"Liam M. Doherty, Benjamin T. Horwood",2016-09-29,2016-09-29,2017-10-17,2017-10-17,https://patents.google.com/patent/US9794752B1/en
US20140125480A1,General health and wellness management method and apparatus for a wellness application using data associated with a data-capable band ,Aliphcom,Everett Utter II Max,2012-11-06,2012-11-06,2014-05-08,,https://patents.google.com/patent/US20140125480A1/en
US20150112606A1,Calculating Pulse Transit Time ,"Quanttus, Inc.","David Da He, Richard Robehr Bijjani",2013-10-23,2014-10-23,2015-04-23,,https://patents.google.com/patent/US20150112606A1/en
US20170181338A1,Flexible substrate retention on a reusable carrier ,Intel Corporation,"Yoshihiro Tomita, Joshua D. Heppner",2015-12-17,2015-12-17,2017-06-22,,https://patents.google.com/patent/US20170181338A1/en
US20150049591A1,Multi-media wireless watch ,"I. Am. Plus, Llc","William Adams, Chandrasekar Rathakrishnan, Jaren Chee Wei Goh",2013-08-15,2014-08-14,2015-02-19,,https://patents.google.com/patent/US20150049591A1/en
US9098615B1,"Methods for providing authenticated, interactive feedback-driven exercise ","Fitweiser, Inc.","Steve Tuthill, Rudy Campidonica",2014-07-11,2014-07-11,2015-08-04,2015-08-04,https://patents.google.com/patent/US9098615B1/en
US20170317406A1,Ground Plane Booster Antenna Technology for Wearable Devices ,"Fractus Antennas, S.L.","Jaume Anguera Pros, Aurora Andujar Linares",2016-04-27,2017-04-27,2017-11-02,,https://patents.google.com/patent/US20170317406A1/en
US20170135633A1,Integrated System for Managing Cardiac Rhythm Including Wearable and Implanted Devices ,Medibotics Llc,Robert A. Connor,2013-05-23,2017-01-27,2017-05-18,,https://patents.google.com/patent/US20170135633A1/en
US20160248637A1,Wearable device configured to intuitively interact with other devices ,"Pebble Technology, Corp.","François Olivier Baldassari, Heiko Behrens, Liron Mordechai Damir, Tyler James Hoffman, Megan Elisabeth Knight, Henry Levak, Itai VONSHAK",2015-02-24,2016-02-01,2016-08-25,,https://patents.google.com/patent/US20160248637A1/en
US20160081620A1,Method and apparatus for health care ,"Samsung Electronics Co., Ltd.","Rangavittal NARAYANAN, Vijay Narayan TIWARI, Saswata Sahoo, Mithun Manjnath Nayak, Shankar M. VENKATESAN, Aloknath DE, Vivek JILLA, Choong-Hyun Lee, Subramanian Ramakrishnan, Ramachandran NARASIMHAMURTHY, Avinash PRASAD",2014-09-19,2015-09-18,2016-03-24,,https://patents.google.com/patent/US20160081620A1/en
US20170007183A1,Wearing Dependent Operation of Wearable Device ,Apple Inc.,"Sorin V. Dusan, Daniel J. Culbert, Todd K. Whitehurst",2014-01-31,2014-01-31,2017-01-12,,https://patents.google.com/patent/US20170007183A1/en
US20170068956A1,System for generating a transaction specific tokenization for a wearable device ,Bank Of America Corporation,Ralph Brian Jones,2015-09-09,2015-09-09,2017-03-09,,https://patents.google.com/patent/US20170068956A1/en
US20170071506A1,Respiratory disease monitoring wearable apparatus ,"Health Care Originals, Inc.",Jared DWARIKA,2015-09-14,2016-05-05,2017-03-16,,https://patents.google.com/patent/US20170071506A1/en
US20140089672A1,Wearable device and method to generate biometric identifier for authentication using near-field communications ,Aliphcom,"Michael Edward Smith Luna, Thomas Alan Donaldson",2012-09-25,2013-03-13,2014-03-27,,https://patents.google.com/patent/US20140089672A1/en
US20160063777A1,Wearable key fob ,"Flextronics Ap, Llc",George Michael Wooley,2014-08-29,2014-08-29,2016-03-03,,https://patents.google.com/patent/US20160063777A1/en
US20170216671A1,"Systems, methods and devices for providing a personalized exercise program recommendation ",JayBird LLC,"Ben Wisbey, Judd Armstrong, Hagen Diesterbeck, David Shepherd",2016-02-01,2016-02-01,2017-08-03,,https://patents.google.com/patent/US20170216671A1/en
US20160028264A1,Energy generation system for wearable communication device ,Christophe & Albrecht,Aleksandr Bernhard,2014-07-28,2015-07-28,2016-01-28,,https://patents.google.com/patent/US20160028264A1/en
US20170216672A1,"Systems, methods and devices for providing an exertion recommendation based on performance capacity ",JayBird LLC,"Ben Wisbey, Judd Armstrong, Hagen Diesterbeck, David Shepherd",2016-02-01,2016-02-01,2017-08-03,,https://patents.google.com/patent/US20170216672A1/en
US20130109537A1,Method and apparatus for workspace ergonomics and fitness ,Mark Byron Olinger,Mark Byron Olinger,2011-10-31,2012-10-31,2013-05-02,,https://patents.google.com/patent/US20130109537A1/en
US20150256977A1,Determining Activity Paths from Anonymous Application Usage Data and Motion Activity ,Apple Inc.,Ronald K. Huang,2014-03-04,2014-09-29,2015-09-10,,https://patents.google.com/patent/US20150256977A1/en
US9774723B2,System architecture for a wearable device ,"Pebble Technology, Corp.","François Olivier Baldassari, Liron Mordechai Damir, Tyler James Hoffman, Megan Elisabeth Knight, Henry Levak, Itai VONSHAK",2015-02-24,2016-02-01,2017-09-26,2017-09-26,https://patents.google.com/patent/US9774723B2/en
US20170189751A1,Wearable sensor monitoring and data analysis ,International Business Machines Corporation,"John U. Knickerbocker, Shriya Kumar, Kang-Wook Lee, Minhua Lu",2015-12-31,2015-12-31,2017-07-06,,https://patents.google.com/patent/US20170189751A1/en
US20160246454A1,Smartwatch or other wearable device configured to intelligently interact with a user ,Pebble Technology Corp.,"Itai VONSHAK, Liron Mordechai Damir, Megan Elisabeth Knight, Henry Levak",2015-02-24,2015-10-23,2016-08-25,,https://patents.google.com/patent/US20160246454A1/en
US20160278444A1,Smart clothing ,Intel Corporation,"Adam Jordan, Rita H. Wouhaybi, John C. Weast, Joshua Ratcliff",2015-03-24,2015-03-24,2016-09-29,,https://patents.google.com/patent/US20160278444A1/en
US20150230022A1,Wearable electronic system ,"Samsung Electronics Co., Ltd.","Ryutaro Sakai, Karen Kaushansky, Magnus Borg, Amelia Schladow",2014-02-07,2015-01-13,2015-08-13,,https://patents.google.com/patent/US20150230022A1/en
US9204798B2,"System for monitoring health, wellness and fitness with feedback ","Hello, Inc.",James Proud,2013-03-04,2013-08-07,2015-12-08,2015-12-08,https://patents.google.com/patent/US9204798B2/en
US9285609B1,Ergonomic power switch for a wearable electronic device ,"Amazon Technologies, Inc.",Robert Duane Rost,2014-03-24,2014-03-24,2016-03-15,2016-03-15,https://patents.google.com/patent/US9285609B1/en
US9339188B2,"Methods from monitoring health, wellness and fitness with feedback ","James Proud, Hello Inc.",James Proud,2013-03-04,2013-08-06,2016-05-17,2016-05-17,https://patents.google.com/patent/US9339188B2/en
US20160190859A1,Police and security camera system utilizing wireless energy transfer ,"PogoTec, Inc.","Ronald D. Blum, Amitava Gupta, William Kokonaski, Richard Clompus",2014-12-29,2015-12-29,2016-06-30,,https://patents.google.com/patent/US20160190859A1/en
US20160062392A1,Connection by securing device with integrated circuitry layer ,Pebble Technology Corp,"Marcus M. Townsend, Mark C. Solomon, Steven W. Johns, Andrew J. Witte, Eric B. Migicovsky, Aaron A. Oro, Alexis R. A. De Stasio",2014-08-28,2015-08-14,2016-03-03,,https://patents.google.com/patent/US20160062392A1/en
US9363640B2,Electronic system with transformable mode mechanism and method of operation thereof ,"Samsung Electronics Co., Ltd.",Sung Hyuck Lee,2014-08-05,2014-08-05,2016-06-07,2016-06-07,https://patents.google.com/patent/US9363640B2/en
US20160361020A1,Method and Apparatus for Generating Assessments Using Physical Activity and Biometric Parameters ,"Valencell, Inc.","Steven F. LeBoeuf, Michael Edward Aumer, Eric Douglas Romesburg",2014-02-28,2015-02-27,2016-12-15,,https://patents.google.com/patent/US20160361020A1/en
US20160284172A1,System and Method for User Nudging Via Wearable Devices ,"John C. Weast, Glen J. Anderson, Giuseppe Raffa","John C. Weast, Glen J. Anderson, Giuseppe Raffa",2015-03-24,2015-03-24,2016-09-29,,https://patents.google.com/patent/US20160284172A1/en
US9706380B1,Providing emergency notification and tracking data from a mobile device ,"Blackpoint Holdings, Llc",Jon Murchison,2016-03-10,2016-03-10,2017-07-11,2017-07-11,https://patents.google.com/patent/US9706380B1/en
US20140318699A1,Methods of making garments having stretchable and conductive ink ,"Gianluigi LONGINOTTI-BUITONI, Andrea Aliverti","Gianluigi LONGINOTTI-BUITONI, Andrea Aliverti",2012-09-11,2014-07-14,2014-10-30,,https://patents.google.com/patent/US20140318699A1/en
US20170232294A1,Systems and methods for using wearable sensors to determine user movements ,"SensorKit, Inc.","Kenneth Kruger, Houtan Fanisalek",2016-02-16,2017-02-02,2017-08-17,,https://patents.google.com/patent/US20170232294A1/en
US20170301255A1,Behavior change system ,"Motiv8 Technologies, Inc.","Eugene H. Lee, David McKinnon Lawrence, Khanderao Kand",2016-04-14,2017-04-14,2017-10-19,,https://patents.google.com/patent/US20170301255A1/en
US20160210429A1,"Systems and methods for medical patient treatment tracking, provider-patient association, and record integration ","Luis M. Ortiz, Drew W. Alexander, Kermit D. Lopez","Luis M. Ortiz, Drew W. Alexander, Kermit D. Lopez",2015-01-05,2016-01-05,2016-07-21,,https://patents.google.com/patent/US20160210429A1/en
US20170103669A1,Computer readable recording medium and system for providing automatic recommendations based on physiological data of individuals ,"Fuji Xerox Co., Ltd.","David SILVERATAWIL, Roshan Thapliya",2015-10-09,2015-10-09,2017-04-13,,https://patents.google.com/patent/US20170103669A1/en
US20170259121A1,Science engine operative to select workout segments responsive to user-supplied information about their physical state ,Your Trainer Inc.,"Matthew B. King, Jeffrey Swett, Aaron Upshaw, Lawrence Miles Cotter",2016-03-08,2017-03-07,2017-09-14,,https://patents.google.com/patent/US20170259121A1/en
US9609921B1,"Self-fitting, self-adjusting, automatically adjusting and/or automatically fitting magnetic clasp ","Feinstein Patents, Llc",Peter A. Feinstein,2016-03-04,2016-03-04,2017-04-04,2017-04-04,https://patents.google.com/patent/US9609921B1/en
US20150133748A1,Interactive system for monitoring and assisting the physical activity of a user within a gym environment ,Extronics Pty Ltd,"Adrian Anthony Edmonds, Vladimir Rapaic, Pavle Krkeljas",2013-10-14,2014-10-14,2015-05-14,,https://patents.google.com/patent/US20150133748A1/en
US20130073368A1,Incentivizing physical activity ,Blake Squires,Blake Squires,2011-09-16,2012-01-24,2013-03-21,,https://patents.google.com/patent/US20130073368A1/en
US20170289350A1,System and method for initiating an emergency response ,"Caregiver Assist, Inc.",Matthew Joseph Philbin,2016-03-30,2017-03-29,2017-10-05,,https://patents.google.com/patent/US20170289350A1/en
US20160172870A1,Wireless power base unit and a system and method for wirelessly charging distance separated electronic devices ,"PogoTec, Inc.","Ronald D. Blum, William Kokonaski, Richard Clompus, Amitava Gupta, Scott Richman, Urban Schnell, Stefan Bauer, Jean-Noel Fehr",2014-12-15,2015-12-15,2016-06-16,,https://patents.google.com/patent/US20160172870A1/en
US20150277401A1,Low-power mechanism for wearable controller and associated control method ,Mediatek Inc.,"Chih-Hsiang Hsiao, Li-Chun Tu",2014-03-26,2014-03-26,2015-10-01,,https://patents.google.com/patent/US20150277401A1/en
US20150116465A1,Method and system for providing three-dimensional (3d) display of two-dimensional (2d) information ,"Ray Wang, Borwyn Anne WANG, Andrew Wang","Ray Wang, Borwyn Anne WANG, Andrew Wang",2013-10-28,2014-10-24,2015-04-30,,https://patents.google.com/patent/US20150116465A1/en
US20160182826A1,Wireless camera systems and methods ,"PogoTec, Inc.","Ronald D. Blum, Amitava Gupta, William Kokonaski, Richard Clompus, Massimo Pinazza, Claudio Dalla Longa, Stefan Bauer, Jean-Noel Fehr, Walter Dannhardt",2014-12-23,2015-12-23,2016-06-23,,https://patents.google.com/patent/US20160182826A1/en
US20150068069A1,Personally powered appliance ,"Alexander Bach Tran, Ha Tran, Bao Tran","Alexander Bach Tran, Ha Tran, Bao Tran",2013-07-27,2013-07-27,2015-03-12,,https://patents.google.com/patent/US20150068069A1/en
US20160165663A1,Secure connected device control and monitoring system ,Verizon Patent And Licensing Inc.,"Sankar SHANMUGAM, Arindam Mitra, Maheswaran Krishnan, Moorthy Sengottaiyan, Sivagnanalingam Sivaganesh",2014-12-09,2014-12-09,2016-06-09,,https://patents.google.com/patent/US20160165663A1/en
US20160358114A1,Presentation of business and personal performance quantifiers of a user ,Avaya Inc.,"John H. Yoakum, Tony McCormack, Cynthia S. Mitchell",2015-06-03,2015-06-03,2016-12-08,,https://patents.google.com/patent/US20160358114A1/en
US20170068785A1,Secure real-time health record exchange ,"Humetrix.Com, Inc.","Bettina Experton, Christopher Burrow, Stephen Mickelsen",2015-09-09,2016-09-08,2017-03-09,,https://patents.google.com/patent/US20170068785A1/en
US20170237267A1,Wireless power receiving element with capacitive coupling ,Qualcomm Incorporated,"Edward Kenneth Kallal, David Fern",2016-02-12,2016-02-12,2017-08-17,,https://patents.google.com/patent/US20170237267A1/en
US20160151672A1,Recommending an exercise activity for a user ,WiseWear Corporation,"Ronald A. Barnes, Jason A. Beens, David P. Elam, Jr., Bennett L. Ibey, Gerald J. Wilmink",2014-11-30,2014-11-30,2016-06-02,,https://patents.google.com/patent/US20160151672A1/en
US20160110639A1,"Passive smart cards, metal cards, payment objects and smart jewelry ","David Finn, Mustafa Lotya, Darren Molloy","David Finn, Mustafa Lotya, Darren Molloy",2014-08-10,2015-09-22,2016-04-21,,https://patents.google.com/patent/US20160110639A1/en
US20160260046A1,Tracking worker activity ,Danqing Cai,Danqing Cai,2015-03-02,2015-03-02,2016-09-08,,https://patents.google.com/patent/US20160260046A1/en
US20150347784A1,Managing user information - authorization masking ,Apple Inc.,Daniel S. Keen,2014-05-30,2014-09-29,2015-12-03,,https://patents.google.com/patent/US20150347784A1/en
US20160088268A1,Wearable mediated reality system and method ,"Lenitra M. Durham, Glen J. Anderson, John C. Weast, Giuseppe Raffa","Lenitra M. Durham, Glen J. Anderson, John C. Weast, Giuseppe Raffa",2014-09-23,2014-09-23,2016-03-24,,https://patents.google.com/patent/US20160088268A1/en
US20150199010A1,"Systems and methods for collecting, analyzing, and sharing bio-signal and non-bio-signal data ",Interaxon Inc.,"Trevor Ce Coleman, Christopher Allen Aimone, Ariel Stephanie Garten, Locillo (Lou) Giuseppe Pino, Paul Harrison Baranowski, Raul Rajiv Rupsingh, Kapil Jay Mishra Vidyarthi",2012-09-14,2013-09-16,2015-07-16,,https://patents.google.com/patent/US20150199010A1/en
US20160174099A1,Opportunistic Syncing Methods for Wearable Devices ,i4c Innovations Inc.,Albert Goldfain,2014-12-15,2015-12-15,2016-06-16,,https://patents.google.com/patent/US20160174099A1/en
US20150297134A1,Methods and systems for cardiac monitoring with mobile devices and accessories ,"Alivecor, Inc.","David E. Albert, Nupur SRIVASTAVA, Nathaniel Fox, Ravi Gopalakrishnan",2014-04-21,2015-04-21,2015-10-22,,https://patents.google.com/patent/US20150297134A1/en
US20150038806A1,Personalized avatar responsive to user physical state and context ,Bodies Done Right,"Robert Louis Kaleal, III, Dominic Guy Carbone, JR.",2012-10-09,2014-10-20,2015-02-05,,https://patents.google.com/patent/US20150038806A1/en
US20150377635A1,Method and apparatus for determining a drop-off and a pick-up location based on fitness goals ,Here Global B.V.,"Jerome Beaurepaire, Marko Tapio Tuukkanen",2014-06-27,2014-06-27,2015-12-31,,https://patents.google.com/patent/US20150377635A1/en
US20150265903A1,Social web interactive fitness training ,"Paul T. Kolen, John A. Wells","Paul T. Kolen, John A. Wells",2013-03-26,2014-03-24,2015-09-24,,https://patents.google.com/patent/US20150265903A1/en
