search URL:,https://patents.google.com/?q=autonomous+vehicle&country=US&after=priority:20120101
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
US20130238181A1,On-board vehicle path prediction using processed sensor information ,Toyota Motor Eng. & Man. North America (Tema),Michael Robert James,2012-03-12,2012-03-12,2013-09-12,,https://patents.google.com/patent/US20130238181A1/en
US20140088781A1,System for optimizing the charging of electric vehicles using networked distributed energy storage systems ,"Stem, Inc","Ben KEARNS, Henry Holbrook HYDE, III, Jon BURLINSON, Drew STEVENS",2012-09-26,2013-09-26,2014-03-27,,https://patents.google.com/patent/US20140088781A1/en
US20140365228A1,Interpretation of ambiguous vehicle instructions ,"Honda Motor Co., Ltd.","Victor Ng-Thow-Hing, Karlin Bark, Cuong Tran",2013-03-15,2014-08-21,2014-12-11,,https://patents.google.com/patent/US20140365228A1/en
US20160146618A1,Method to gain driver's attention for autonomous vehicle ,"Toyota Motor Engineering & Manufacturing North America, Inc.",Derek S. Caveney,2014-11-26,2014-11-26,2016-05-26,,https://patents.google.com/patent/US20160146618A1/en
US20160301698A1,In-vehicle authorization for autonomous vehicles ,"Hill-Rom Services, Inc.","Mika KATARA, Jiang Cheng, Alexander Maltsev, Bernhard Raaf, Michael R. Tierney",2013-12-23,2013-12-23,2016-10-13,,https://patents.google.com/patent/US20160301698A1/en
US20140365062A1,Method and apparatus for changing an autonomously travelling motor vehicle to a safe state ,"Ford Global Technologies, Llc",Joseph Andreas Urhahne,2012-04-24,2013-04-22,2014-12-11,,https://patents.google.com/patent/US20140365062A1/en
US20150370250A1,Magic wand interface and other user interaction paradigms for a flying digital assistant ,"Skydio, Inc.","Abraham Bachrach, Adam Bry, Matthew Donahoe",2014-06-19,2015-04-16,2015-12-24,,https://patents.google.com/patent/US20150370250A1/en
US20150274178A1,Vehicle device ,Fujitsu Ten Limited,"Masashi TSUYUNASHI, Toshitaka Yamato",2014-03-25,2015-03-17,2015-10-01,,https://patents.google.com/patent/US20150274178A1/en
US20160125735A1,Method and apparatus for providing access to autonomous vehicles based on user context ,Here Global B.V.,Marko Tapio Tuukkanen,2014-11-05,2014-11-05,2016-05-05,,https://patents.google.com/patent/US20160125735A1/en
US20160247095A1,Systems and Methods for Managing a Vehicle Sharing Facility ,Addison Lee Limited,"Larry Scicluna, Yuriy BERNATSKIY",2015-02-24,2016-02-24,2016-08-25,,https://patents.google.com/patent/US20160247095A1/en
US20160318490A1,Systems and methods for causing a vehicle response based on traffic light detection ,Mobileye Vision Technologies Ltd.,Itai Ben Shalom,2015-04-28,2016-06-28,2016-11-03,,https://patents.google.com/patent/US20160318490A1/en
US20160147223A1,System and Method for Control of Autonomous Marine Vessels ,"Thomas Edwards, Eamon Carrig, Scott Nguyen, James Nugen, Walter Holemans","Thomas Edwards, Eamon Carrig, Scott Nguyen, James Nugen, Walter Holemans",2012-03-27,2015-01-15,2016-05-26,,https://patents.google.com/patent/US20160147223A1/en
US20150237791A1,Modular autonomous farm vehicle ,Dawn Equipment Company,"Joseph D. Bassett, Rodney J. Arthur",2014-02-21,2015-02-23,2015-08-27,,https://patents.google.com/patent/US20150237791A1/en
US20150101519A1,"Autonomous systems, methods, and apparatus for ag based operations ","Kinze Manufacturing, Inc.","Robert Blackwell, Rhett Schildroth, Michael J. Myers, Merlan J. Rolffs, Derrick Becker",2013-10-14,2014-10-14,2015-04-16,,https://patents.google.com/patent/US20150101519A1/en
US20160275801A1,Unmanned Aerial Systems Traffic Management ,USA as Represented by the Administrator of the National Aeronautics & Space Administration (NASA),Parimal Kopardekar,2013-12-19,2014-12-19,2016-09-22,,https://patents.google.com/patent/US20160275801A1/en
US20150266489A1,"Vehicle, vehicle system and method for increasing safety and/or comfort during autonomous driving ",Volvo Car Corporation,"Stefan Solyom, Erik Coelingh, Mattias Erik Brannstrom",2014-03-18,2015-03-11,2015-09-24,,https://patents.google.com/patent/US20150266489A1/en
US20150253772A1,Apparatus and method for continuously establishing a boundary for autonomous driving availability and an automotive vehicle comprising such an apparatus ,Volvo Car Corporation,"Stefan Solyom, Ake BLOM, Marcus Nils Gunnar ROTHOFF",2014-03-04,2015-02-24,2015-09-10,,https://patents.google.com/patent/US20150253772A1/en
US20160054737A1,Methods and Apparatus for Unmanned Aerial Vehicle Autonomous Aviation ,Cape Productions Inc.,"Jason Soll, Thomas Finsterbusch, Louis Gresham, Mark Murphy, Gabriel Charalambides, Alexander Loo",2014-08-22,2015-08-21,2016-02-25,,https://patents.google.com/patent/US20160054737A1/en
US20160260328A1,Real-time Occupancy Mapping System for Autonomous Vehicles ,Qualcomm Incorporated,"Lalan Jee Mishra, Richard Dominic Wietfeldt, Joseph Czompo",2015-03-06,2015-03-06,2016-09-08,,https://patents.google.com/patent/US20160260328A1/en
US20150279131A1,Key fob and smartdevice gestures for vehicle functions ,"Denso International America, Inc.",Martin NESPOLO,2014-03-28,2014-03-28,2015-10-01,,https://patents.google.com/patent/US20150279131A1/en
US20150233719A1,Limitations on the use of an autonomous vehicle ,International Business Machines Corporation,"Gary D. Cudak, Christopher J. Hardee, Adrian X. Rodriguez",2014-02-14,2014-02-17,2015-08-20,,https://patents.google.com/patent/US20150233719A1/en
US20150217763A1,Method for controlling an autonomous vehicle system and motor vehicle ,Audi Ag,"Michael Reichel, Karl-Heinz Siedersberger",2012-08-23,2013-08-19,2015-08-06,,https://patents.google.com/patent/US20150217763A1/en
US20140111332A1,Water Area Management System ,The Boeing Company,"Joshua Przybylko, John Lyle Vian",2012-10-22,2012-10-22,2014-04-24,,https://patents.google.com/patent/US20140111332A1/en
US9151628B1,Associating parking areas with destinations ,"Nissan North America, Inc.","Daisuke Saito, Naoki Kojo, Siddharth Kumar Thakur, Nikhil Lele",2015-01-30,2015-01-30,2015-10-06,2015-10-06,https://patents.google.com/patent/US9151628B1/en
US20160063987A1,Unmanned aerial vehicle (uav) for collecting audio data ,"SZ DJI Technology Co., Ltd","Xingwang Xu, Zisheng Cao, Hualiang Qiu, Mingyu Wang, Xiaozheng Tang",2014-08-29,2015-07-10,2016-03-03,,https://patents.google.com/patent/US20160063987A1/en
US20160036558A1,Connected vehicles adaptive security signing and verification methodology and node filtering ,"Faroog Ibrahim, Chenikkayala Nagadevendra, Varun Palathour Srirama","Faroog Ibrahim, Chenikkayala Nagadevendra, Varun Palathour Srirama",2013-10-07,2015-10-15,2016-02-04,,https://patents.google.com/patent/US20160036558A1/en
US20130191189A1,Non-enforcement autonomous parking management system and methods ,Siemens Corporation,"Juan Aparicio, Mathäus Dejori, Justinian Rosca",2012-01-19,2012-01-19,2013-07-25,,https://patents.google.com/patent/US20130191189A1/en
US20160076892A1,Methods and systems for determining a state of an unmanned aerial vehicle ,"SZ DJI Technology Co., Ltd","Guyue ZHOU, Shuo Yang, Ang Liu",2014-03-24,2015-11-23,2016-03-17,,https://patents.google.com/patent/US20160076892A1/en
US20140379228A1,Method and system for optimizing planting operations ,"Appareo Systems, Llc","Barry D. Batcheller, Joseph A. Heilman, David C. Batcheller, Robert V. Weinmann, Jeffrey L. Johnson, Paul D. Johnson, Paul A. Nystuen",2013-06-21,2014-06-23,2014-12-25,,https://patents.google.com/patent/US20140379228A1/en
US20150251664A1,Method to control a vehicle path during autonomous braking ,GM Global Technology Operations LLC,Chad T. Zagorski,2014-03-10,2014-03-10,2015-09-10,,https://patents.google.com/patent/US20150251664A1/en
US9384402B1,Image and video compression for remote vehicle assistance ,Google Inc.,"Vadim Furman, Andrew Hughes Chatham, Abhijit Ogale, Dmitri Dolgov",2014-04-10,2014-04-10,2016-07-05,2016-07-05,https://patents.google.com/patent/US9384402B1/en
US20160161270A1,Autonomous vehicle detection of and response to yield scenarios ,"Toyota Motor Engineering & Manufacturing North America, Inc.",Bunyo Okumura,2014-12-09,2014-12-09,2016-06-09,,https://patents.google.com/patent/US20160161270A1/en
US20150286218A1,System and method for tracking guiding lines by an autonomous vehicle ,Unitronics Parking Solutions Ltd,Haim Shani,2014-04-08,2014-04-08,2015-10-08,,https://patents.google.com/patent/US20150286218A1/en
US20150205298A1,Autonomous data machines and systems ,"Knightscope, Inc.","Arne Stoschek, William Santana Li, Stacy Dean Stephens, Mercedes Soria-Li, Aaron J. Lehnhardt, Dominic A. Villa, Phillip Wong",2014-01-17,2015-01-16,2015-07-23,,https://patents.google.com/patent/US20150205298A1/en
US20160003636A1,Multi-level navigation monitoring and control ,"Honda Motor Co., Ltd.","Victor Ng-Thow-Hing, Cuong Tran, Karlin Bark",2013-03-15,2015-09-17,2016-01-07,,https://patents.google.com/patent/US20160003636A1/en
US20160061612A1,Apparatus and method for recognizing driving environment for autonomous vehicle ,Hyundai Motor Company,"Byung Yong YOU, Myung Seon Heo, Young Chul Oh",2014-09-02,2014-11-28,2016-03-03,,https://patents.google.com/patent/US20160061612A1/en
US20150336547A1,Systems and methods for braking a vehicle based on a detected object ,Mobileye Vision Technologies Ltd.,Erez Dagan,2014-05-22,2015-05-22,2015-11-26,,https://patents.google.com/patent/US20150336547A1/en
US20130342333A1,Mobile autonomous surveillance ,"Harman International Industries, Inc.",Jeffrey L. Hutchings,2012-06-22,2012-06-22,2013-12-26,,https://patents.google.com/patent/US20130342333A1/en
US20150274294A1,Indoor and Outdoor Aerial Vehicles for Painting and Related Applications ,"Working Drones, Inc.",Robert L. Dahlstrom,2014-03-31,2015-03-31,2015-10-01,,https://patents.google.com/patent/US20150274294A1/en
US20150346724A1,Variably controlled ground vehicle ,The Boeing Company,"Richard Donovan Jones, David A. Whelan, Lynne WENBERG",2014-05-30,2014-05-30,2015-12-03,,https://patents.google.com/patent/US20150346724A1/en
US20160282874A1,Autonomous Driving Vehicle and Autonomous Driving System ,"Hitachi, Ltd.","Kenichirou Kurata, Hiroto Morizane, Shigeru Matsuo",2013-11-08,2013-11-08,2016-09-29,,https://patents.google.com/patent/US20160282874A1/en
US20160082867A1,System and method for seat retraction during an autonomous driving mode ,Volvo Car Corporation,"Ichiro Sugioka, John Downs, Andreas Zinn, Douglas Hall Frasher",2014-09-24,2015-09-17,2016-03-24,,https://patents.google.com/patent/US20160082867A1/en
US20150163993A1,Autonomous gardening vehicle with camera ,Hexagon Technology Center Gmbh,Bo Pettersson,2013-12-12,2014-12-08,2015-06-18,,https://patents.google.com/patent/US20150163993A1/en
US20150032322A1,Motor vehicle having a driver assistance device and method for operating a motor vehicle ,Audi Ag,"Martin Wimmer, Juergen Meurle, Heike Sacher, Karl-Heinz Siedersberger",2012-02-06,2013-02-05,2015-01-29,,https://patents.google.com/patent/US20150032322A1/en
US9097549B1,Learning automated vehicle ,"Ford Global Technologies, Llc","Manoharprasad K. Rao, Kwaku O. Prakah-Asante",2014-03-17,2014-03-17,2015-08-04,2015-08-04,https://patents.google.com/patent/US9097549B1/en
US9405293B2,Vehicle trajectory optimization for autonomous vehicles ,"Nissan North America, Inc",Nicolas Meuleau,2014-05-30,2014-05-30,2016-08-02,2016-08-02,https://patents.google.com/patent/US9405293B2/en
US20160014426A1,Apparatus and methods for distance estimation using stereo imagery ,Brain Corporation,Micah Richert,2014-07-08,2014-07-08,2016-01-14,,https://patents.google.com/patent/US20160014426A1/en
US20140132082A1,Control interface for a semi-autonomous vehicle ,"The Provost, Fellows, Foundation & Scholars, & The Other Members Of The Board, Of The College","Conor McGinn, Mark Culleton",2012-11-14,2013-11-14,2014-05-15,,https://patents.google.com/patent/US20140132082A1/en
US20150142247A1,Dual airbags in vehicle with reconfigurable interior ,"Ford Global Technologies, Llc","Manoharprasad K. Rao, Jialiang Le",2013-11-20,2014-08-01,2015-05-21,,https://patents.google.com/patent/US20150142247A1/en
US9428183B2,Self-explaining autonomous vehicle ,"Toyota Motor Engineering & Manufacturing North America, Inc.",James Peter Foley,2014-07-31,2014-07-31,2016-08-30,2016-08-30,https://patents.google.com/patent/US9428183B2/en
US20160117853A1,Uav flight display ,"SZ DJI Technology Co., Ltd","Heli Zhong, Zhiyuan Zhang, Xiaojun Li",2014-10-27,2015-10-14,2016-04-28,,https://patents.google.com/patent/US20160117853A1/en
US8914225B2,Managing vehicles on a road network ,International Business Machines Corporation,"Sasha P. Caskey, Dimitri Kanevsky, James R. Kozloski, Tara N. Sainath",2012-12-04,2012-12-04,2014-12-16,2014-12-16,https://patents.google.com/patent/US8914225B2/en
US20150316386A1,Detailed map format for autonomous driving ,"Toyota Motor Engineering & Manufacturing North America, Inc.",Michael J. Delp,2014-04-30,2014-04-30,2015-11-05,,https://patents.google.com/patent/US20150316386A1/en
US20130190982A1,Lane departure control system ,Denso Corporation,"Takahito Nakano, Junpei Tatsukawa",2012-01-25,2013-01-21,2013-07-25,,https://patents.google.com/patent/US20130190982A1/en
US20160357262A1,Smart vehicle ,Arafat M.A. ANSARI,Arafat M.A. ANSARI,2015-06-05,2015-06-05,2016-12-08,,https://patents.google.com/patent/US20160357262A1/en
US20150353094A1,Overtake assessment arrangement and system and autonomous vehicle with an overtake assessment arrangement ,Volvo Car Corporation,"Peter Harda, Erik Israelsson",2014-06-10,2015-06-03,2015-12-10,,https://patents.google.com/patent/US20150353094A1/en
US20170038775A1,Autonomous vehicle ,Lg Electronics Inc.,Sangha Park,2015-07-20,2016-07-11,2017-02-09,,https://patents.google.com/patent/US20170038775A1/en
US8812186B2,Driving mode changing method and apparatus of autonomous navigation vehicle ,Hyundai Motor Company,"Young Chul Oh, Myung Seon Heo, Byung Yong YOU",2012-12-27,2013-05-24,2014-08-19,2014-08-19,https://patents.google.com/patent/US8812186B2/en
US20150261219A1,Autonomous vehicle with automatic window shade ,"Ford Global Technologies, Llc","Mark A. Cuddihy, Thomas Edward Pilutti, Manoharprasad K. Rao, Andrew Waldis, Roger Arnold Trombley, Matthew Y. Rupp, Wilford Trent Yopp",2014-03-13,2014-03-13,2015-09-17,,https://patents.google.com/patent/US20150261219A1/en
US20150023668A1,Light-based communications utilizing a gossip network in a vehicle/roadway environment ,Osram Sylvania Inc.,"Jeremy Spaulding, Karlin Jessen, Mervyn Anthony",2013-07-22,2013-07-22,2015-01-22,,https://patents.google.com/patent/US20150023668A1/en
US20150088357A1,Transitioning from autonomous vehicle control to driver control ,"Ford Global Technologies, Llc",Wilford Trent Yopp,2013-09-20,2013-09-20,2015-03-26,,https://patents.google.com/patent/US20150088357A1/en
US9123034B2,Methods and systems for electronic payment for parking using autonomous position sensing ,"Transparent Wireless Systems, Llc","Nils Rydbeck, Santanu Dutta",2012-04-23,2013-04-15,2015-09-01,2015-09-01,https://patents.google.com/patent/US9123034B2/en
US20160304122A1,Automated hitching assist system ,"Continental Automotive Systems, Inc.","Brandon Herzog, Hao Sun, Joyce Chen, Ibro Muharemovic",2015-04-14,2016-04-11,2016-10-20,,https://patents.google.com/patent/US20160304122A1/en
US20160210863A1,Autonomous nap-of-the-earth (anoe) flight path planning for manned and unmanned rotorcraft ,The Aerospace Corporation,Sylvia Kohn-Rich,2015-01-19,2015-01-19,2016-07-21,,https://patents.google.com/patent/US20160210863A1/en
US20150149035A1,Motor vehicle with a control device for an extravehicular computer system ,Audi Ag,"Achim Enthaler, Martin Roehder",2012-06-01,2013-05-25,2015-05-28,,https://patents.google.com/patent/US20150149035A1/en
US20140200801A1,Vehicle travel path generating apparatus ,Denso Corporation,"Tomohiko TSURUTA, Yusuke Ueda, Takeshi Hatoh, Takayuki Kondoh, Naoya Inoue, Hossein Tehrani Niknejad, Seiichi Mita",2013-01-16,2014-01-14,2014-07-17,,https://patents.google.com/patent/US20140200801A1/en
US9646428B1,Accident response using autonomous vehicle monitoring ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2014-05-20,2015-05-15,2017-05-09,2017-05-09,https://patents.google.com/patent/US9646428B1/en
